TransacaoID,Data,Itens,TotalItens,Categorias
T9668,2025-03-16 00:24:16.613879,"Torradas, Cerveja Pilsen, Macarrão Parafuso, Biscoito Salgado, Multiuso, Pasta de Dente, Cachaça, Desinfetante, Saco de Lixo, Papinha, Arroz Integral, Salgadinhos",12,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T9669,2025-05-10 11:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T9670,2025-02-07 08:24:16.613879,"Fralda M, Condicionador, Mamadeira, Fio Dental, Leite em Pó",5,"Limpeza Pessoal, Bebês"
T9671,2025-03-11 06:24:16.613879,"Rum, Vodka, Cachaça, Gin, Cerveja IPA, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Destilados, Acompanhamentos"
T9672,2025-06-02 03:24:16.613879,"Arroz Branco, Cerveja IPA, Feijão Carioca, Óleo de Soja",4,"Cervejas, Grãos"
T9673,2025-04-10 11:24:16.613879,"Desentupidor, Limpa-Fornos, Álcool 70%, Detergente Industrial, Limpa Vidros, Pasta de Dente",6,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T9674,2025-03-28 08:24:16.613879,"Amendoim, Rum, Vodka, Cachaça, Gin, Cerveja Pilsen, Whisky, Batata Chips",8,"Cervejas, Destilados, Acompanhamentos"
T9675,2025-01-26 00:24:16.613879,"Álcool 70%, Limpa Vidros, Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T9676,2025-04-03 22:24:16.613879,"Desentupidor, Cerveja Artesanal, Macarrão Instantâneo, Fralda M, Saco de Lixo, Torradas, Mamadeira",7,"Limpeza Pesada, Massas, Limpeza Geral, Bebês, Cervejas, Acompanhamentos"
T9677,2025-02-19 10:24:16.613879,"Arroz Branco, Feijão Carioca, Lenço Umedecido, Óleo de Soja, Fralda P, Mamadeira, Papinha",7,"Grãos, Bebês"
T9678,2025-01-28 01:24:16.613879,"Álcool 70%, Limpa Vidros, Multiuso, Amaciante, Sabão em Pó, Pasta de Dente, Saco de Lixo",7,"Limpeza Pessoal, Limpeza Geral"
T9679,2025-03-28 09:24:16.613879,"Água Sanitária, Detergente Industrial, Amaciante, Sabão em Pó",4,"Limpeza Geral, Limpeza Pesada"
T9680,2025-04-17 11:24:16.613879,"Fralda M, Mamadeira, Papinha, Pomada Assadura, Leite em Pó",5,Bebês
T9681,2025-01-05 02:24:16.613879,"Pomada Assadura, Papinha, Lenço Umedecido, Fralda P",4,Bebês
T9682,2025-05-01 11:24:16.613879,"Arroz Branco, Feijão Carioca, Grão-de-Bico, Óleo de Soja, Arroz Integral",5,Grãos
T9683,2025-04-07 07:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja, Vinho Branco, Vinho Tinto Seco",5,"Grãos, Vinhos"
T9684,2024-12-23 07:24:16.613879,"Amendoim, Azeitona, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips, Tábua de Queijos",6,"Cervejas, Acompanhamentos"
T9685,2025-05-11 11:24:16.613879,"Limpa-Fornos, Pão Francês, Manteiga, Inseticida, Leite Integral",5,Limpeza Pesada
T9686,2025-02-15 09:24:16.613879,"Arroz Branco, Feijão Carioca, Leite em Pó, Óleo de Soja",4,"Grãos, Bebês"
T9687,2025-05-14 09:24:16.613879,"Pomada Assadura, Papinha",2,Bebês
T9688,2025-06-02 11:24:16.613879,"Arroz Branco, Feijão Carioca, Macarrão Espaguete, Macarrão Instantâneo, Óleo de Soja, Farinha de Trigo, Macarrão Penne",7,"Massas, Grãos"
T9689,2024-12-21 10:24:16.613879,"Arroz Branco, Feijão Carioca, Macarrão Espaguete, Macarrão Instantâneo, Óleo de Soja, Farinha de Trigo",6,"Massas, Grãos"
T9690,2025-03-28 03:24:16.613879,"Amendoim, Biscoito Salgado, Azeitona, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips, Castanha de Caju",7,"Cervejas, Acompanhamentos"
T9691,2025-02-12 10:24:16.613879,"Desentupidor, Limpa-Fornos, Álcool 70%, Detergente Industrial, Limpa Vidros, Água Sanitária, Pasta de Dente, Desinfetante",8,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T9692,2025-05-11 08:24:16.613879,"Sabonete Líquido, Papinha, Fralda G",3,"Limpeza Pessoal, Bebês"
T9693,2025-01-27 09:24:16.613879,"Desentupidor, Detergente Industrial, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",6,"Limpeza Geral, Limpeza Pesada"
T9694,2025-05-06 11:24:16.613879,"Amendoim, Biscoito Salgado, Cerveja Pilsen, Batata Chips",4,"Cervejas, Acompanhamentos"
T9695,2025-01-28 00:24:16.613879,"Lenço Umedecido, Fralda P, Fralda G, Pomada Assadura, Leite em Pó",5,Bebês
T9696,2025-04-10 06:24:16.613879,"Espumante, Desinfetante, Vinho Rosé, Multiuso, Batata Chips, Chupeta, Cerveja Lager, Inseticida, Salgadinhos, Sabão em Pó, Cerveja Pilsen, Grão-de-Bico, Álcool 70%, Detergente Industrial, Mamadeira, Tábua de Queijos, Cerveja Zero Álcool",17,"Cervejas, Limpeza Pesada, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T9697,2025-02-16 07:24:16.613879,"Fralda M, Pomada Assadura, Lenço Umedecido, Fralda P",4,Bebês
T9698,2025-02-05 03:24:16.613879,"Farinha de Trigo, Vinho do Porto",2,"Massas, Vinhos"
T9699,2025-04-10 03:24:16.613879,"Fralda M, Condicionador, Mamadeira, Creme de Barbear, Leite em Pó",5,"Limpeza Pessoal, Bebês"
T9700,2025-02-05 04:24:16.613879,"Desinfetante, Shampoo, Cerveja Zero Álcool, Castanha de Caju, Espumante, Batata Chips, Cerveja IPA, Lenço Umedecido, Grão-de-Bico",9,"Limpeza Pesada, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T9701,2025-03-11 07:24:16.613879,"Amendoim, Creme de Barbear, Cerveja Zero Álcool, Vinho Branco, Pomada Assadura, Arroz Branco, Chupeta, Saco de Lixo, Cerveja Pilsen, Fio Dental, Espumante, Mamadeira, Farinha de Trigo, Whisky, Batata Chips",15,"Destilados, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Limpeza Geral, Grãos, Acompanhamentos"
T9702,2025-05-11 08:24:16.613879,"Limpa Vidros, Água Sanitária, Multiuso, Amaciante, Sabão em Pó",5,"Limpeza Pesada, Limpeza Geral"
T9703,2025-06-19 10:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T9704,2025-03-08 09:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Fio Dental, Pasta de Dente, Creme de Barbear, Leite em Pó",8,"Limpeza Pessoal, Bebês"
T9705,2025-01-01 08:24:16.613879,"Amendoim, Azeitona, Torradas, Cerveja Weiss, Biscoito de Polvilho, Castanha de Caju",6,"Cervejas, Acompanhamentos"
T9706,2025-06-13 10:24:16.613879,"Arroz Branco, Arroz Integral, Feijão Carioca, Óleo de Soja",4,Grãos
T9707,2024-12-21 08:24:16.613879,"Pão Francês, Manteiga, Macarrão Instantâneo, Macarrão Parafuso, Leite Integral, Farinha de Trigo, Macarrão Penne",7,Massas
T9708,2025-05-01 00:24:16.613879,"Sabonete Líquido, Papinha, Fralda G",3,"Limpeza Pessoal, Bebês"
T9709,2025-05-02 22:24:16.613879,"Fralda M, Lenço Umedecido, Amendoim, Macarrão Espaguete",4,"Massas, Acompanhamentos, Bebês"
T9710,2025-02-11 05:24:16.613879,"Amendoim, Pasta de Amendoim, Torradas, Cerveja Pilsen, Batata Chips, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Acompanhamentos"
T9711,2025-05-24 22:24:16.613879,"Macarrão Penne, Rum, Desinfetante, Sabão em Pó, Lentilha, Tábua de Queijos, Biscoito de Polvilho, Leite em Pó, Cachaça, Cerveja Zero Álcool, Limpa Vidros, Multiuso, Cerveja Pilsen, Grão-de-Bico",14,"Destilados, Limpeza Pesada, Massas, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T9712,2025-03-12 03:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T9713,2025-03-30 07:24:16.613879,"Arroz Branco, Feijão Carioca, Álcool 70%, Óleo de Soja, Amaciante, Saco de Lixo",6,"Grãos, Limpeza Geral"
T9714,2024-12-22 10:24:16.613879,"Álcool 70%, Fralda M, Biscoito de Polvilho, Arroz Integral, Lenço Umedecido, Água Sanitária, Gin, Multiuso, Papinha, Tábua de Queijos, Fralda XG, Batata Chips, Cerveja Weiss, Saco de Lixo, Castanha de Caju, Farinha de Trigo, Desinfetante, Vinho Tinto Seco, Fralda G, Pasta de Amendoim",20,"Destilados, Limpeza Pesada, Massas, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T9715,2025-01-22 10:24:16.613879,"Água Sanitária, Multiuso, Amaciante, Sabão em Pó, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T9716,2025-01-22 11:24:16.613879,"Desinfetante, Rum, Batata Chips",3,"Destilados, Limpeza Pesada, Acompanhamentos"
T9717,2025-01-19 00:24:16.613879,"Inseticida, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó",5,"Limpeza Geral, Limpeza Pesada"
T9718,2025-01-09 08:24:16.613879,"Limpa Vidros, Água Sanitária, Multiuso, Amaciante, Sabão em Pó, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T9719,2025-04-07 03:24:16.613879,"Sabonete Líquido, Lentilha, Condicionador, Fralda P, Cachaça, Limpa Vidros, Vodka, Pasta de Amendoim, Tequila, Vinho Branco, Desinfetante, Gin",12,"Destilados, Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T9720,2025-02-07 08:24:16.613879,"Sabonete Líquido, Condicionador, Papinha, Fralda G",4,"Limpeza Pessoal, Bebês"
T9721,2025-01-01 04:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja, Vinho Rosé, Vinho Tinto Seco",5,"Grãos, Vinhos"
T9722,2025-01-03 11:24:16.613879,"Limpa-Fornos, Desentupidor, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",7,"Limpeza Geral, Limpeza Pesada"
T9723,2025-03-20 02:24:16.613879,"Lenço Umedecido, Fralda P, Fio Dental, Pasta de Dente, Pomada Assadura, Shampoo, Creme de Barbear",7,"Limpeza Pessoal, Bebês"
T9724,2025-04-24 06:24:16.613879,"Grão-de-Bico, Cachaça, Creme de Barbear, Desinfetante, Vinho do Porto, Feijão Carioca, Macarrão Parafuso, Tequila, Inseticida, Limpa-Fornos, Farinha de Mandioca, Água Sanitária, Leite em Pó, Fralda XG, Papinha, Biscoito de Polvilho, Espumante, Tábua de Queijos",18,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Grãos, Acompanhamentos"
T9725,2025-02-07 00:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips, Gin",4,"Cervejas, Destilados, Acompanhamentos"
T9726,2024-12-27 07:24:16.613879,"Cerveja Lager, Fralda XG, Biscoito de Polvilho, Macarrão Espaguete, Amendoim",5,"Cervejas, Massas, Acompanhamentos, Bebês"
T9727,2025-06-01 02:24:16.613879,"Arroz Branco, Feijão Carioca, Cerveja Weiss, Óleo de Soja, Cerveja Lager",5,"Cervejas, Grãos"
T9728,2025-04-09 04:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T9729,2024-12-25 06:24:16.613879,"Sabonete Líquido, Fralda M, Mamadeira, Fio Dental, Pasta de Dente, Leite em Pó",6,"Limpeza Pessoal, Bebês"
T9730,2025-03-19 10:24:16.613879,"Amendoim, Whisky, Farinha de Mandioca, Biscoito Salgado, Multiuso, Arroz Branco, Condicionador, Cachaça, Inseticida, Macarrão Espaguete",10,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Grãos, Acompanhamentos"
T9731,2025-03-27 10:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T9732,2025-04-23 06:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Pasta de Dente, Creme de Barbear, Leite em Pó",7,"Limpeza Pessoal, Bebês"
T9733,2024-12-22 03:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T9734,2025-04-02 08:24:16.613879,"Desentupidor, Inseticida, Multiuso, Desinfetante, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T9735,2025-04-19 03:24:16.613879,"Arroz Branco, Feijão Carioca, Condicionador, Óleo de Soja, Pasta de Dente, Creme de Barbear",6,"Grãos, Limpeza Pessoal"
T9736,2025-01-01 02:24:16.613879,"Limpa Vidros, Multiuso, Sabão em Pó, Desinfetante, Saco de Lixo",5,"Limpeza Pesada, Limpeza Geral"
T9737,2025-06-14 06:24:16.613879,"Lenço Umedecido, Desentupidor, Amaciante, Grão-de-Bico, Biscoito Salgado",5,"Limpeza Pesada, Limpeza Geral, Bebês, Grãos, Acompanhamentos"
T9738,2025-06-09 23:24:16.613879,"Macarrão Espaguete, Gin, Grão-de-Bico, Macarrão Penne, Castanha de Caju, Saco de Lixo, Cerveja Lager, Cachaça, Condicionador, Amendoim, Pomada Assadura, Vinho Tinto Seco, Água Sanitária, Desinfetante, Whisky, Rum, Cerveja Weiss, Torradas",18,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T9739,2025-03-21 02:24:16.613879,"Lenço Umedecido, Fralda XG, Fralda P, Chupeta, Pomada Assadura, Leite em Pó",6,Bebês
T9740,2025-03-11 12:24:16.613879,"Pasta de Amendoim, Amaciante, Saco de Lixo, Álcool 70%, Tequila",5,"Destilados, Limpeza Geral, Acompanhamentos"
T9741,2025-01-27 03:24:16.613879,"Batata Chips, Macarrão Penne, Desentupidor, Leite em Pó, Vodka, Pasta de Dente, Cerveja Pilsen, Biscoito de Polvilho, Lenço Umedecido, Azeitona, Pomada Assadura, Feijão Carioca, Mamadeira, Saco de Lixo, Creme de Barbear, Fio Dental, Vinho Rosé, Amendoim, Pasta de Amendoim",19,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T9742,2025-04-02 08:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T9743,2025-02-02 10:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Fio Dental",4,"Limpeza Pessoal, Bebês"
T9744,2024-12-26 04:24:16.613879,"Água Sanitária, Limpa-Fornos, Amaciante, Sabão em Pó",4,"Limpeza Geral, Limpeza Pesada"
T9745,2025-05-19 10:24:16.613879,"Desinfetante, Multiuso, Sabão em Pó, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T9746,2025-05-17 00:24:16.613879,"Limpa Vidros, Torradas, Água Sanitária, Fralda G, Creme de Barbear, Espumante, Cerveja Lager, Pasta de Amendoim, Farinha de Trigo, Fralda P, Feijão Preto, Cerveja Weiss, Amendoim, Tábua de Queijos, Sabonete Líquido, Rum, Saco de Lixo, Vinho Rosé, Biscoito de Polvilho",19,"Cervejas, Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T9747,2025-03-21 08:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó, Álcool 70%",4,"Limpeza Geral, Limpeza Pesada"
T9748,2025-03-16 03:24:16.613879,"Limpa-Fornos, Inseticida, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",6,"Limpeza Geral, Limpeza Pesada"
T9749,2025-05-24 08:24:16.613879,"Pão Francês, Manteiga, Fralda XG, Fralda P, Mamadeira, Leite Integral, Leite em Pó",7,Bebês
T9750,2025-03-24 00:24:16.613879,"Farinha de Mandioca, Creme de Barbear, Leite em Pó, Arroz Branco, Fralda P, Castanha de Caju, Papinha, Sabonete Líquido, Vinho Tinto Seco",9,"Massas, Limpeza Pessoal, Vinhos, Bebês, Grãos, Acompanhamentos"
T9751,2025-06-02 01:24:16.613879,"Limpa Vidros, Macarrão Espaguete, Vinho Tinto Seco, Castanha de Caju, Whisky, Inseticida, Rum, Tequila, Desentupidor, Lenço Umedecido, Arroz Integral, Cerveja Pilsen, Macarrão Parafuso, Vodka, Papinha, Gin, Farinha de Trigo",17,"Destilados, Limpeza Pesada, Massas, Bebês, Vinhos, Limpeza Geral, Cervejas, Grãos, Acompanhamentos"
T9752,2025-01-30 05:24:16.613879,"Fralda XG, Macarrão Parafuso, Biscoito de Polvilho, Fralda G, Feijão Carioca, Cachaça, Salgadinhos, Saco de Lixo, Sabão em Pó, Cerveja Weiss, Cerveja Artesanal, Fio Dental, Arroz Branco, Água Sanitária, Macarrão Espaguete",15,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T9753,2025-03-14 09:24:16.613879,"Amendoim, Cachaça, Rum, Vodka, Cerveja Pilsen, Batata Chips, Tequila",7,"Cervejas, Destilados, Acompanhamentos"
T9754,2025-02-22 08:24:16.613879,"Cerveja Artesanal, Batata Chips, Cerveja Weiss, Limpa-Fornos",4,"Cervejas, Limpeza Pesada, Acompanhamentos"
T9755,2025-05-22 04:24:16.613879,"Sabonete Líquido, Condicionador, Papinha, Fralda G, Fio Dental, Pasta de Dente, Shampoo",7,"Limpeza Pessoal, Bebês"
T9756,2025-03-04 10:24:16.613879,"Amendoim, Biscoito Salgado, Azeitona, Torradas, Salgadinhos, Cerveja Pilsen, Batata Chips",7,"Cervejas, Acompanhamentos"
T9757,2025-03-16 05:24:16.613879,"Pomada Assadura, Salgadinhos, Rum, Macarrão Espaguete, Mamadeira, Lenço Umedecido, Macarrão Parafuso, Limpa Vidros, Vinho Rosé, Cerveja IPA, Cerveja Lager, Azeitona, Fralda XG, Arroz Branco, Tequila",15,"Cervejas, Destilados, Massas, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T9758,2025-01-24 08:24:16.613879,"Desinfetante, Detergente Industrial, Multiuso, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T9759,2025-01-14 06:24:16.613879,"Condicionador, Rum, Cerveja IPA, Arroz Branco, Inseticida, Vinho Rosé, Cerveja Pilsen, Macarrão Instantâneo, Feijão Preto, Fralda XG, Farinha de Mandioca, Sabão em Pó, Tequila",13,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Limpeza Geral, Grãos"
T9760,2025-04-04 10:24:16.613879,"Amaciante, Lenço Umedecido, Desentupidor, Fralda G, Chupeta, Tequila, Whisky, Feijão Preto, Mamadeira, Vodka, Cerveja IPA, Macarrão Parafuso, Leite em Pó",13,"Destilados, Limpeza Pesada, Massas, Limpeza Geral, Bebês, Cervejas, Grãos"
T9761,2025-04-19 02:24:16.613879,"Chupeta, Fralda G, Azeitona, Tequila, Mamadeira",5,"Acompanhamentos, Destilados, Bebês"
T9762,2025-05-26 11:24:16.613879,"Pão Francês, Manteiga, Lenço Umedecido, Papinha, Leite Integral",5,Bebês
T9763,2025-02-27 09:24:16.613879,"Grão-de-Bico, Macarrão Parafuso, Arroz Branco, Macarrão Espaguete, Papinha, Torradas, Condicionador, Cerveja IPA, Leite em Pó, Fralda M, Cerveja Lager, Detergente Industrial, Desinfetante, Macarrão Instantâneo, Multiuso, Vinho Branco, Salgadinhos",17,"Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T9764,2025-06-01 11:24:16.613879,"Arroz Branco, Feijão Carioca, Macarrão Parafuso, Óleo de Soja",4,"Massas, Grãos"
T9765,2025-05-29 06:24:16.613879,"Fralda M, Mamadeira, Leite em Pó, Fralda P",4,Bebês
T9766,2025-05-18 08:24:16.613879,"Fralda M, Lenço Umedecido, Fralda XG, Fralda P, Pomada Assadura",5,Bebês
T9767,2025-02-07 00:24:16.613879,"Sabonete Líquido, Papinha, Fralda G",3,"Limpeza Pessoal, Bebês"
T9768,2025-02-22 05:24:16.613879,"Fralda M, Fralda P, Mamadeira, Papinha, Pomada Assadura, Leite em Pó",6,Bebês
T9769,2024-12-25 08:24:16.613879,"Sabonete Líquido, Papinha, Fralda G",3,"Limpeza Pessoal, Bebês"
T9770,2025-05-12 10:24:16.613879,"Água Sanitária, Multiuso, Amaciante, Sabão em Pó, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T9771,2025-03-12 08:24:16.613879,"Amendoim, Rum, Cachaça, Gin, Cerveja Pilsen, Batata Chips",6,"Cervejas, Destilados, Acompanhamentos"
T9772,2025-03-05 02:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Vodka",4,"Cervejas, Destilados, Acompanhamentos"
T9773,2025-04-05 08:24:16.613879,"Torradas, Salgadinhos, Cerveja IPA, Biscoito de Polvilho, Batata Chips, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Acompanhamentos"
T9774,2024-12-25 10:24:16.613879,"Desentupidor, Limpa-Fornos, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó",6,"Limpeza Geral, Limpeza Pesada"
T9775,2025-04-15 08:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T9776,2025-03-17 10:24:16.613879,"Fralda M, Condicionador, Mamadeira, Fio Dental, Shampoo, Leite em Pó",6,"Limpeza Pessoal, Bebês"
T9777,2025-01-26 08:24:16.613879,"Vinho do Porto, Vinho Branco, Inseticida, Farinha de Trigo, Sabonete Líquido, Castanha de Caju, Biscoito Salgado, Fralda XG, Condicionador, Espumante, Pasta de Amendoim, Salgadinhos, Vinho Tinto Seco, Cerveja Zero Álcool, Papinha, Feijão Carioca, Creme de Barbear, Torradas, Arroz Integral, Tábua de Queijos",20,"Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T9778,2025-03-22 10:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Fralda P, Pomada Assadura, Shampoo",5,"Limpeza Pessoal, Bebês"
T9779,2025-06-17 08:24:16.613879,"Azeitona, Biscoito Salgado, Pasta de Amendoim, Torradas, Cerveja Weiss, Biscoito de Polvilho, Castanha de Caju",7,"Cervejas, Acompanhamentos"
T9780,2025-03-09 05:24:16.613879,"Whisky, Vinho Rosé, Desinfetante, Sabão em Pó",4,"Limpeza Pesada, Destilados, Limpeza Geral, Vinhos"
T9781,2025-01-26 10:24:16.613879,"Azeitona, Pasta de Amendoim, Cerveja Weiss, Biscoito de Polvilho, Tábua de Queijos",5,"Cervejas, Acompanhamentos"
T9782,2025-05-12 08:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Cachaça",4,"Cervejas, Destilados, Acompanhamentos"
T9783,2025-03-02 03:24:16.613879,"Amendoim, Rum, Vodka, Cachaça, Gin, Cerveja Pilsen, Whisky, Batata Chips",8,"Cervejas, Destilados, Acompanhamentos"
T9784,2025-03-04 00:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos",3,"Cervejas, Acompanhamentos"
T9785,2025-04-12 08:24:16.613879,"Amendoim, Tábua de Queijos, Cerveja Pilsen, Batata Chips",4,"Cervejas, Acompanhamentos"
T9786,2025-02-01 09:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T9787,2025-01-05 09:24:16.613879,"Whisky, Fio Dental, Pomada Assadura, Azeitona, Cerveja Pilsen, Biscoito Salgado, Creme de Barbear, Amaciante, Leite em Pó, Feijão Preto, Limpa Vidros, Fralda P, Vinho Tinto Seco, Vinho Branco, Desentupidor, Tequila, Cerveja IPA, Sabão em Pó",18,"Destilados, Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T9788,2025-05-14 05:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Fio Dental, Pasta de Dente, Creme de Barbear",6,"Limpeza Pessoal, Bebês"
T9789,2025-04-08 01:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo",3,"Limpeza Geral, Limpeza Pesada"
T9790,2025-03-10 05:24:16.613879,"Amaciante, Cerveja Zero Álcool, Condicionador",3,"Cervejas, Limpeza Pessoal, Limpeza Geral"
T9791,2025-02-26 05:24:16.613879,"Shampoo, Vinho Tinto Seco, Pasta de Amendoim, Fio Dental, Cerveja Artesanal, Cerveja Zero Álcool, Cerveja Lager, Fralda XG, Torradas, Saco de Lixo, Sabonete Líquido, Limpa-Fornos, Arroz Integral",13,"Limpeza Pesada, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Limpeza Geral, Grãos, Acompanhamentos"
T9792,2025-06-12 08:24:16.613879,"Amendoim, Vodka, Cerveja Pilsen, Batata Chips",4,"Cervejas, Destilados, Acompanhamentos"
T9793,2024-12-29 00:24:16.613879,"Fralda M, Condicionador, Mamadeira, Pasta de Dente, Leite em Pó",5,"Limpeza Pessoal, Bebês"
T9794,2025-03-12 08:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T9795,2025-02-04 06:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos",3,"Cervejas, Acompanhamentos"
